"plotcode","stem_id","diam","pom","height","family","genus","species","year","gen_sp","group"
"MGR-008","8483",11,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8484",9.1,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8485",9.3,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8486",8.5,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8487",9.06,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8488",9.9,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8489",10,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8490",9.7,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8491",8.7,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8492",9.3,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8493",9.1,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8494",12.5,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8495",17.8,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8496",12.1,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8497",12.4,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8498",11.5,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8499",13.7,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8500",11.4,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8503",6,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8504",5.2,130,NA,NA,NA,NA,2010,"NA NA","mlunguya"
"MGR-008","8505",6.9,130,NA,"Anacardiaceae","Sclerocarya","birrea",2010,"Sclerocarya birrea","mlunguya"
"MGR-008","8506",7.1,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8507",7.8,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8509",7.5,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8510",5.9,130,NA,NA,NA,NA,2010,"NA NA","mlunguya"
"MGR-008","8511",5.3,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8512",10,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8513",10.3,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8514",10.5,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8515",9.9,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8516",7.6,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8517",7.5,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8518",7.8,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8519",7.6,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8520",7.6,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8521",8.2,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8522",8.2,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8523",9.3,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8524",9,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8525",9.1,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8526",8.2,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8527",8.4,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8528",9,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8529",10.1,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8530",10.1,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8531",11.5,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8532",10.8,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8535",14.3,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8536",6.1,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8537",9.5,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8538",10.3,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8539",10.5,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8540",9.9,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8541",14.1,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8542",14.5,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8543",14.7,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8544",15.7,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8545",15,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8546",8.4,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8547",7.2,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8548",7,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8549",14.5,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8550",14.9,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8552",14.6,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8553",5.5,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8554",6.8,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8555",8.1,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8556",7.8,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8557",8.3,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8558",7.2,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8560",6.5,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8561",6.5,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8562",11.8,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8563",11.9,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8564",12.1,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8565",11.3,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8566",6.3,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8567",6.7,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8568",6.5,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8569",6.9,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8570",14.6,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8571",15.1,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8572",15.3,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8573",15.9,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8574",6.6,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8575",7.6,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8576",7.8,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8577",6.7,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8578",6.8,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8579",7.2,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8580",7.4,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8581",6.6,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8582",6.3,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8583",8.2,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8584",7.2,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8585",7,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8586",9.7,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8587",9.2,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8588",8.9,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8590",7.7,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8591",5.2,130,NA,"Fabaceae","Pterocarpus","angolensis",2010,"Pterocarpus angolensis","mlunguya"
"MGR-008","8592",9.5,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8593",9.9,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8594",9.3,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8595",9.5,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8596",5.8,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8597",5.8,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8598",5.4,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8599",5.6,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8600",7.4,130,NA,"Fabaceae","Aganope","stuhlmannii",2006,"Aganope stuhlmannii","mlunguya"
"MGR-008","8601",7.7,130,NA,"Fabaceae","Aganope","stuhlmannii",2007,"Aganope stuhlmannii","mlunguya"
"MGR-008","8602",7.8,130,NA,"Fabaceae","Aganope","stuhlmannii",2008,"Aganope stuhlmannii","mlunguya"
"MGR-008","8603",7.8,130,NA,"Fabaceae","Aganope","stuhlmannii",2010,"Aganope stuhlmannii","mlunguya"
"MGR-008","8604",7.8,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8605",8.1,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8606",8.3,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8607",7.8,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8608",9.6,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8609",10.1,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8610",10.2,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8611",9.7,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8612",12.1,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8613",12.2,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8615",12.2,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8616",14.1,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8617",14.1,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8618",14.4,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8619",14.1,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8620",12.7,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8621",12.3,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8622",12.1,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8623",12.5,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8624",9.3,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8625",12.5,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8628",7,130,NA,"Fabaceae","Aganope","stuhlmannii",2006,"Aganope stuhlmannii","mlunguya"
"MGR-008","8629",7.3,130,NA,"Fabaceae","Aganope","stuhlmannii",2007,"Aganope stuhlmannii","mlunguya"
"MGR-008","8630",7.3,130,NA,"Fabaceae","Aganope","stuhlmannii",2008,"Aganope stuhlmannii","mlunguya"
"MGR-008","8632",7.2,130,NA,"Fabaceae","Aganope","stuhlmannii",2006,"Aganope stuhlmannii","mlunguya"
"MGR-008","8633",9.1,130,NA,"Fabaceae","Aganope","stuhlmannii",2007,"Aganope stuhlmannii","mlunguya"
"MGR-008","8634",9.5,130,NA,"Fabaceae","Aganope","stuhlmannii",2008,"Aganope stuhlmannii","mlunguya"
"MGR-008","8635",9.2,130,NA,"Fabaceae","Aganope","stuhlmannii",2010,"Aganope stuhlmannii","mlunguya"
"MGR-008","8636",11.5,130,NA,"Fabaceae","Pterocarpus","angolensis",2006,"Pterocarpus angolensis","mlunguya"
"MGR-008","8638",14.5,130,NA,"Fabaceae","Pterocarpus","angolensis",2008,"Pterocarpus angolensis","mlunguya"
"MGR-008","8639",17,130,NA,"Fabaceae","Pterocarpus","angolensis",2010,"Pterocarpus angolensis","mlunguya"
"MGR-008","8640",9.2,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8641",9.1,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8642",9.1,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8643",11,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8644",6.4,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8645",6.8,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8647",6.8,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8648",6.7,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8649",6.6,130,NA,"Fabaceae","Pterocarpus","angolensis",2010,"Pterocarpus angolensis","mlunguya"
"MGR-008","8650",5.8,130,NA,"Fabaceae","Pterocarpus","angolensis",2006,"Pterocarpus angolensis","mlunguya"
"MGR-008","8651",6.5,130,NA,"Fabaceae","Pterocarpus","angolensis",2007,"Pterocarpus angolensis","mlunguya"
"MGR-008","8652",7,130,NA,"Fabaceae","Pterocarpus","angolensis",2008,"Pterocarpus angolensis","mlunguya"
"MGR-008","8653",10.8,130,NA,"Fabaceae","Pterocarpus","angolensis",2010,"Pterocarpus angolensis","mlunguya"
"MGR-008","8654",5.5,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8655",5.5,130,NA,"Fabaceae","Pterocarpus","angolensis",2006,"Pterocarpus angolensis","mlunguya"
"MGR-008","8656",6.7,130,NA,"Fabaceae","Pterocarpus","angolensis",2007,"Pterocarpus angolensis","mlunguya"
"MGR-008","8657",6.7,130,NA,"Fabaceae","Pterocarpus","angolensis",2008,"Pterocarpus angolensis","mlunguya"
"MGR-008","8658",7.8,130,NA,"Fabaceae","Pterocarpus","angolensis",2010,"Pterocarpus angolensis","mlunguya"
"MGR-008","8659",5.7,130,NA,"Fabaceae","Pterocarpus","angolensis",2006,"Pterocarpus angolensis","mlunguya"
"MGR-008","8660",6.1,130,NA,"Fabaceae","Pterocarpus","angolensis",2007,"Pterocarpus angolensis","mlunguya"
"MGR-008","8661",6.3,130,NA,"Fabaceae","Pterocarpus","angolensis",2008,"Pterocarpus angolensis","mlunguya"
"MGR-008","8662",7.5,130,NA,"Fabaceae","Pterocarpus","angolensis",2010,"Pterocarpus angolensis","mlunguya"
"MGR-008","8663",5.2,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8664",7.8,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8665",42,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8666",42.2,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8667",42.5,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8668",41.6,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8669",17.7,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8672",17.6,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8673",8.2,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8674",8.5,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8675",8.1,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8676",8.1,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8677",12.1,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8678",12.6,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8679",12.8,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8680",12.6,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8681",7.2,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8682",5.2,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8683",5,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8684",5.3,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8685",5.3,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8686",5.6,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8687",5.9,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8688",7.8,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8689",7.8,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8690",7.8,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8691",7.6,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8692",8,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8693",7.8,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8694",7.8,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8695",8.5,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8696",5.4,130,NA,NA,NA,NA,2010,"NA NA","mlunguya"
"MGR-008","8697",6.2,130,NA,NA,NA,NA,2010,"NA NA","mlunguya"
"MGR-008","8698",5.4,130,NA,NA,NA,NA,2010,"NA NA","mlunguya"
"MGR-008","8702",11.6,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8703",7.4,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8704",7.2,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8705",7.4,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8706",7.1,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8710",8.1,130,NA,"Fabaceae","Aganope","stuhlmannii",2010,"Aganope stuhlmannii","mlunguya"
"MGR-008","8711",17.3,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8712",18.7,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8713",18.8,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8714",18.6,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8715",10,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8716",10.2,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8717",10.2,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8718",11.1,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8719",10.1,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8720",10.4,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8721",11.1,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8722",11.5,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8723",9.6,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8724",8.5,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8725",8.1,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8726",8.3,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8727",9,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8728",9.3,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8729",9.8,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8730",10.1,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8731",6.4,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8732",6.3,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8733",6.4,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8734",6.2,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8735",11,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8736",10.1,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8738",12,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8739",5.4,130,NA,"Apocynaceae","Holarrhena","pubescens",2010,"Holarrhena pubescens","mlunguya"
"MGR-008","8740",8.5,130,NA,"Apocynaceae","Holarrhena","pubescens",2010,"Holarrhena pubescens","mlunguya"
"MGR-008","8741",12.7,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8742",13.8,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8744",15.3,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8745",11.3,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8746",12.3,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8747",12.5,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8748",12.5,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8749",6,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8750",11.5,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8751",12.3,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8752",12.3,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8753",12.9,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8754",6.7,130,NA,"Apocynaceae","Holarrhena","pubescens",2010,"Holarrhena pubescens","mlunguya"
"MGR-008","8755",5.6,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8757",11.2,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8758",11.6,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8759",10.8,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8760",11.9,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8761",13.6,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-008","8762",13.6,130,NA,"Combretaceae","Combretum",NA,2008,"Combretum NA","mlunguya"
"MGR-008","8763",14.2,130,NA,"Combretaceae","Combretum",NA,2010,"Combretum NA","mlunguya"
"MGR-008","8764",7.5,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-008","8765",8.4,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
