"plotcode","stem_id","diam","pom","height","family","genus","species","year","gen_sp","group","height_method"
"ABG-001","ABG-001_145",14.9,130,7.6,"Combretaceae","Terminalia","brachystemma",2017,"Terminalia brachystemma","bicuar","stick"
"ABG-004","ABG-004_145",8.9,130,7.4,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","stick"
"ABG-002","ABG-002_145",8.9,120,5.4,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","stick"
"ABG-003","ABG-003_145",5.4,130,5.8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_146",7,130,7.6,"Loganiaceae","Strychnos","spinosa",2017,"Strychnos spinosa","bicuar","laser"
"ABG-004","ABG-004_146",6.8,130,7,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-002","ABG-002_146",7.4,130,5.3,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_146",11.7,140,7.6,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_147",7,130,5.4,"Loganiaceae","Strychnos","spinosa",2017,"Strychnos spinosa","bicuar","stick"
"ABG-004","ABG-004_147",19.8,130,9.2,"Fabaceae","Brachystegia","glaucescens",2017,"Brachystegia glaucescens","bicuar","laser"
"ABG-002","ABG-002_147",44.9,130,16,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-003","ABG-003_147",11.8,130,3,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-001","ABG-001_148",6,130,5.3,"Apocynaceae","Diplorhynchus","condylocarpon",2017,"Diplorhynchus condylocarpon","bicuar","stick"
"ABG-004","ABG-004_148",10,130,3.6,"Fabaceae","Lonchocarpus","philenoptera",2017,"Lonchocarpus philenoptera","bicuar","laser"
"ABG-002","ABG-002_148",5.2,130,2.7,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_148",15,130,3.8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_149",10.5,130,5.2,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","stick"
"ABG-004","ABG-004_149",5.9,130,3.6,"Fabaceae","Baphia","bequaertii",2017,"Baphia bequaertii","bicuar","stick"
"ABG-002","ABG-002_149",5.4,130,2.8,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_149",7.9,130,7.8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_150",33.9,130,5.6,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-004","ABG-004_150",5.3,130,3.2,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","stick"
"ABG-002","ABG-002_150",6.2,130,5.2,"Combretaceae","Terminalia","brachystemma",2017,"Terminalia brachystemma","bicuar","laser"
"ABG-003","ABG-003_150",5.4,130,7,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_151",28.7,130,11.8,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-004","ABG-004_151",6,130,3.2,"Fabaceae","Baphia","massaiensis",2017,"Baphia massaiensis","bicuar","stick"
"ABG-002","ABG-002_151",6.5,130,5.2,"Combretaceae","Terminalia","brachystemma",2017,"Terminalia brachystemma","bicuar","stick"
"ABG-003","ABG-003_151",6.7,130,2.6,"Fabaceae","Lonchocarpus","philenoptera",2017,"Lonchocarpus philenoptera","bicuar","laser"
"ABG-001","ABG-001_152",18.4,130,16.4,"Apocynaceae","Diplorhynchus","condylocarpon",2017,"Diplorhynchus condylocarpon","bicuar","stick"
"ABG-004","ABG-004_152",12.3,130,10.8,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-002","ABG-002_152",6.5,130,5.1,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","stick"
"ABG-003","ABG-003_152",14.7,130,5.4,"Phyllanthaceae","Pseudolachnostylis","maprouneifolia",2017,"Pseudolachnostylis maprouneifolia","bicuar","laser"
"ABG-001","ABG-001_153",7,130,4,"Fabaceae","Bobgunnia","madagascariensis",2017,"Bobgunnia madagascariensis","bicuar","laser"
"ABG-004","ABG-004_153",8.2,130,2.8,"Combretaceae","Terminalia","sericea",2017,"Terminalia sericea","bicuar","laser"
"ABG-002","ABG-002_153",13.1,130,4,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_153",6.4,150,3.6,"Phyllanthaceae","Pseudolachnostylis","maprouneifolia",2017,"Pseudolachnostylis maprouneifolia","bicuar","laser"
"ABG-001","ABG-001_154",5.7,130,5.6,"Rubiaceae","Gardenia","volkensii",2017,"Gardenia volkensii","bicuar","laser"
"ABG-004","ABG-004_154",25,130,13,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-002","ABG-002_154",9.8,130,6.4,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","stick"
"ABG-003","ABG-003_154",6,150,3.6,"Phyllanthaceae","Pseudolachnostylis","maprouneifolia",2017,"Pseudolachnostylis maprouneifolia","bicuar","stick"
"ABG-001","ABG-001_155",8.8,130,5.4,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-004","ABG-004_155",6.6,130,2.2,"Combretaceae","Terminalia","sericea",2017,"Terminalia sericea","bicuar","laser"
"ABG-002","ABG-002_155",11.9,130,6.8,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_155",10.5,130,5,"Phyllanthaceae","Pseudolachnostylis","maprouneifolia",2017,"Pseudolachnostylis maprouneifolia","bicuar","laser"
"ABG-001","ABG-001_156",6,130,5.2,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-004","ABG-004_156",5.5,130,4,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-002","ABG-002_156",8.9,130,5,"Combretaceae","Terminalia","brachystemma",2017,"Terminalia brachystemma","bicuar","laser"
"ABG-003","ABG-003_156",6.5,130,5,"Phyllanthaceae","Pseudolachnostylis","maprouneifolia",2017,"Pseudolachnostylis maprouneifolia","bicuar","stick"
"ABG-001","ABG-001_157",5.7,130,4.6,"Ebenaceae","Diospyros","kirkii",2017,"Diospyros kirkii","bicuar","stick"
"ABG-004","ABG-004_157",5.5,130,4,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-002","ABG-002_157",5.1,130,1.8,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_157",16.9,130,10.4,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-001","ABG-001_158",8.4,130,5.6,"Fabaceae","Pterocarpus","angolensis",2017,"Pterocarpus angolensis","bicuar","stick"
"ABG-004","ABG-004_158",22,130,7.8,"Fabaceae","Lonchocarpus","philenoptera",2017,"Lonchocarpus philenoptera","bicuar","laser"
"ABG-002","ABG-002_158",7.2,130,3.4,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_158",11.2,130,9,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_159",17.8,130,NA,"Phyllanthaceae","Pseudolachnostylis","maprouneifolia",2017,"Pseudolachnostylis maprouneifolia","bicuar","laser"
"ABG-004","ABG-004_159",18,130,15.6,"Fabaceae","Brachystegia","glaucescens",2017,"Brachystegia glaucescens","bicuar","laser"
"ABG-002","ABG-002_159",6.6,130,3.4,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","stick"
"ABG-003","ABG-003_159",8.2,130,8.6,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-001","ABG-001_160",8.2,130,5.4,"Phyllanthaceae","Pseudolachnostylis","maprouneifolia",2017,"Pseudolachnostylis maprouneifolia","bicuar","laser"
"ABG-004","ABG-004_160",5.2,130,5,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-002","ABG-002_160",9.2,130,3.2,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_160",11.2,130,8.6,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-001","ABG-001_161",6.3,130,2.2,"Fabaceae","Bobgunnia","madagascariensis",2017,"Bobgunnia madagascariensis","bicuar","stick"
"ABG-004","ABG-004_161",20.8,130,10.4,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-002","ABG-002_161",6,130,3.1,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_161",5.4,130,3.4,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_162",6.5,130,3.2,"Fabaceae","Bobgunnia","madagascariensis",2017,"Bobgunnia madagascariensis","bicuar","laser"
"ABG-004","ABG-004_162",6.4,130,4,"Fabaceae","Lonchocarpus","philenoptera",2017,"Lonchocarpus philenoptera","bicuar","stick"
"ABG-002","ABG-002_162",40.5,130,16.4,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-003","ABG-003_162",5.4,130,3.8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_163",5.5,130,3.4,"Fabaceae","Bobgunnia","madagascariensis",2017,"Bobgunnia madagascariensis","bicuar","laser"
"ABG-004","ABG-004_163",13.6,130,8.6,"Fabaceae","Pterocarpus","angolensis",2017,"Pterocarpus angolensis","bicuar","laser"
"ABG-002","ABG-002_163",5.7,130,3,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","stick"
"ABG-003","ABG-003_163",8,130,7.2,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_164",5.7,130,2.6,"Rubiaceae","Gardenia","volkensii",2017,"Gardenia volkensii","bicuar","laser"
"ABG-004","ABG-004_164",16.2,130,8,"Fabaceae","Pterocarpus","angolensis",2017,"Pterocarpus angolensis","bicuar","stick"
"ABG-002","ABG-002_164",5.5,130,2.8,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","stick"
"ABG-003","ABG-003_164",20.6,130,11.2,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_165",8.8,130,4.2,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-004","ABG-004_165",12.6,130,8,"Fabaceae","Pterocarpus","angolensis",2017,"Pterocarpus angolensis","bicuar","stick"
"ABG-002","ABG-002_165",5,130,2.9,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_165",6,130,6.2,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_166",6,130,4.5,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-004","ABG-004_166",7.8,130,7.4,"Fabaceae","Pterocarpus","angolensis",2017,"Pterocarpus angolensis","bicuar","stick"
"ABG-002","ABG-002_166",6.2,130,2.8,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_166",13.9,130,10,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_167",5.7,130,6,"Ebenaceae","Diospyros","kirkii",2017,"Diospyros kirkii","bicuar","laser"
"ABG-004","ABG-004_167",8.8,130,7.4,"Fabaceae","Pterocarpus","angolensis",2017,"Pterocarpus angolensis","bicuar","stick"
"ABG-002","ABG-002_167",6.5,130,2.7,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_167",7.7,160,5,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_168",8.4,130,5.2,"Fabaceae","Pterocarpus","angolensis",2017,"Pterocarpus angolensis","bicuar","laser"
"ABG-004","ABG-004_168",9.5,130,7.4,"Fabaceae","Pterocarpus","angolensis",2017,"Pterocarpus angolensis","bicuar","stick"
"ABG-002","ABG-002_168",13.5,100,8.8,"Fabaceae","Lonchocarpus","philenoptera",2017,"Lonchocarpus philenoptera","bicuar","stick"
"ABG-003","ABG-003_168",6.7,130,5.4,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-001","ABG-001_169",21.3,130,15.6,"Fabaceae","Erythrophleum","africanum",2017,"Erythrophleum africanum","bicuar","stick"
"ABG-004","ABG-004_169",7.3,130,7.4,"Fabaceae","Pterocarpus","angolensis",2017,"Pterocarpus angolensis","bicuar","stick"
"ABG-002","ABG-002_169",8.1,80,6.8,"Fabaceae","Lonchocarpus","philenoptera",2017,"Lonchocarpus philenoptera","bicuar","laser"
"ABG-003","ABG-003_169",14,150,10,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-001","ABG-001_170",6.7,130,NA,"Loganiaceae","Strychnos","spinosa",2017,"Strychnos spinosa","bicuar","stick"
"ABG-004","ABG-004_170",9,130,7.4,"Fabaceae","Pterocarpus","angolensis",2017,"Pterocarpus angolensis","bicuar","laser"
"ABG-002","ABG-002_170",8.8,130,5.2,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_170",7.1,150,10,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-001","ABG-001_171",6.7,130,NA,"Fabaceae","Bobgunnia","madagascariensis",2017,"Bobgunnia madagascariensis","bicuar","laser"
"ABG-004","ABG-004_171",8.7,130,7.4,"Fabaceae","Pterocarpus","angolensis",2017,"Pterocarpus angolensis","bicuar","stick"
"ABG-002","ABG-002_171",5.3,130,6,"Combretaceae","Terminalia","brachystemma",2017,"Terminalia brachystemma","bicuar","stick"
"ABG-003","ABG-003_171",6.4,130,5.6,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-001","ABG-001_172",7.1,130,5.6,"Combretaceae","Terminalia","brachystemma",2017,"Terminalia brachystemma","bicuar","laser"
"ABG-004","ABG-004_172",8,130,7.4,"Fabaceae","Pterocarpus","angolensis",2017,"Pterocarpus angolensis","bicuar","laser"
"ABG-002","ABG-002_172",5.4,130,4.9,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-003","ABG-003_172",13.5,130,9.8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_173",7,130,4.8,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","stick"
"ABG-004","ABG-004_173",9.5,130,7.4,"Fabaceae","Baphia","bequaertii",2017,"Baphia bequaertii","bicuar","laser"
"ABG-002","ABG-002_173",43.7,130,11.6,"Fabaceae","Lonchocarpus","philenoptera",2017,"Lonchocarpus philenoptera","bicuar","laser"
"ABG-003","ABG-003_173",14,130,10,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_174",7.5,130,4.8,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-004","ABG-004_174",11.9,130,7.4,"Fabaceae","Baphia","bequaertii",2017,"Baphia bequaertii","bicuar","laser"
"ABG-002","ABG-002_174",22.4,130,11.2,"Fabaceae","Lonchocarpus","philenoptera",2017,"Lonchocarpus philenoptera","bicuar","laser"
"ABG-003","ABG-003_174",14.6,130,10,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_175",7.5,130,4.8,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-004","ABG-004_175",12,130,5,"Fabaceae","Baphia","bequaertii",2017,"Baphia bequaertii","bicuar","laser"
"ABG-002","ABG-002_175",43.9,130,15.2,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","stick"
"ABG-003","ABG-003_175",11.8,130,5.6,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_176",6,130,3.8,"Loganiaceae","Strychnos","spinosa",2017,"Strychnos spinosa","bicuar","laser"
"ABG-004","ABG-004_176",8,130,6.4,"Fabaceae","Baphia","bequaertii",2017,"Baphia bequaertii","bicuar","stick"
"ABG-002","ABG-002_176",9.5,130,7.2,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-003","ABG-003_176",16.5,120,7.6,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-001","ABG-001_177",5.5,130,3.8,"Loganiaceae","Strychnos","spinosa",2017,"Strychnos spinosa","bicuar","laser"
"ABG-004","ABG-004_177",7.8,130,5.8,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-002","ABG-002_177",6.7,130,1.8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-003","ABG-003_177",7.7,140,5.2,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-001","ABG-001_178",6.3,130,3.8,"INDET","Indet","indet",2017,"Indet indet","bicuar","laser"
"ABG-004","ABG-004_178",10,130,4.4,"Ochnaceae","Ochna","pulchra",2017,"Ochna pulchra","bicuar","laser"
"ABG-002","ABG-002_178",12.5,130,7.2,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-003","ABG-003_178",6.2,140,5.2,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-001","ABG-001_179",5.7,130,3.8,"INDET","Indet","indet",2017,"Indet indet","bicuar","laser"
"ABG-004","ABG-004_179",10.9,150,6.8,"Combretaceae","Combretum","zeyheri",2017,"Combretum zeyheri","bicuar","laser"
"ABG-002","ABG-002_179",11.5,130,8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-003","ABG-003_179",6,130,4.2,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-001","ABG-001_180",9.4,130,4,"Apocynaceae","Diplorhynchus","condylocarpon",2017,"Diplorhynchus condylocarpon","bicuar","laser"
"ABG-004","ABG-004_180",7.1,130,3.8,"Ochnaceae","Ochna","pulchra",2017,"Ochna pulchra","bicuar","laser"
"ABG-002","ABG-002_180",9.5,130,5.1,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-003","ABG-003_180",24,130,18,"Fabaceae","Pterocarpus","angolensis",2017,"Pterocarpus angolensis","bicuar","stick"
"ABG-004","ABG-004_181",14.3,130,7.6,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-001","ABG-001_181",9.5,130,4,"Apocynaceae","Diplorhynchus","condylocarpon",2017,"Diplorhynchus condylocarpon","bicuar","stick"
"ABG-002","ABG-002_181",23.2,100,7.4,"Fabaceae","Lonchocarpus","philenoptera",2017,"Lonchocarpus philenoptera","bicuar","laser"
"ABG-003","ABG-003_181",27.5,130,18,"Fabaceae","Pterocarpus","angolensis",2017,"Pterocarpus angolensis","bicuar","laser"
"ABG-004","ABG-004_182",5.9,130,3,"Ochnaceae","Ochna","pulchra",2017,"Ochna pulchra","bicuar","stick"
"ABG-001","ABG-001_182",22.2,130,16,"Fabaceae","Pericopsis","angolensis",2017,"Pericopsis angolensis","bicuar","laser"
"ABG-002","ABG-002_182",10.9,130,11,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-003","ABG-003_182",11,130,6.6,"Fabaceae","Pterocarpus","angolensis",2017,"Pterocarpus angolensis","bicuar","laser"
"ABG-004","ABG-004_183",7.3,130,5.2,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-001","ABG-001_183",34.1,130,16,"Fabaceae","Pericopsis","angolensis",2017,"Pericopsis angolensis","bicuar","stick"
"ABG-002","ABG-002_183",14.2,130,12.2,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-003","ABG-003_183",17.5,130,5,"Fabaceae","Pterocarpus","angolensis",2017,"Pterocarpus angolensis","bicuar","laser"
"ABG-004","ABG-004_184",12.3,130,6.8,"Fabaceae","Brachystegia","glaucescens",2017,"Brachystegia glaucescens","bicuar","stick"
"ABG-001","ABG-001_184",24.4,130,13.6,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-002","ABG-002_184",8.5,130,10,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-003","ABG-003_184",9.9,130,10.2,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_185",6.8,130,4,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","stick"
"ABG-001","ABG-001_185",8.5,130,6,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-002","ABG-002_185",15,130,7.8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-003","ABG-003_185",18.1,150,11.8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-004","ABG-004_186",5,130,2.6,"Combretaceae","Terminalia","sericea",2017,"Terminalia sericea","bicuar","stick"
"ABG-001","ABG-001_186",6.2,130,4.2,"Combretaceae","Terminalia","brachystemma",2017,"Terminalia brachystemma","bicuar","laser"
"ABG-002","ABG-002_186",6,130,4.2,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","stick"
"ABG-003","ABG-003_186",10.8,150,12,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-004","ABG-004_187",7.5,130,5.8,"Ochnaceae","Ochna","pulchra",2017,"Ochna pulchra","bicuar","laser"
"ABG-001","ABG-001_187",5,130,4.2,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","stick"
"ABG-002","ABG-002_187",5.4,130,3.2,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_187",26,130,12.6,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_188",8.5,130,5.8,"Combretaceae","Combretum","psidioides",2017,"Combretum psidioides","bicuar","stick"
"ABG-001","ABG-001_188",12.2,130,7.6,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-002","ABG-002_188",7.5,130,4.8,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_188",28.3,120,12.6,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_189",11.4,130,6,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-001","ABG-001_189",8.5,130,4.8,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","stick"
"ABG-002","ABG-002_189",11.2,130,5.4,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-003","ABG-003_189",5.8,130,6,"Combretaceae","Terminalia","brachystemma",2017,"Terminalia brachystemma","bicuar","laser"
"ABG-004","ABG-004_190",9,150,5.2,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-001","ABG-001_190",8.2,130,6.4,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-002","ABG-002_190",8,130,2.4,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-003","ABG-003_190",19.4,130,9.6,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_191",5.7,130,2,"Fabaceae","Baphia","bequaertii",2017,"Baphia bequaertii","bicuar","laser"
"ABG-001","ABG-001_191",7.6,130,4.8,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-002","ABG-002_191",11,130,7,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-003","ABG-003_191",14.9,130,6.2,"Phyllanthaceae","Pseudolachnostylis","maprouneifolia",2017,"Pseudolachnostylis maprouneifolia","bicuar","laser"
"ABG-004","ABG-004_192",9.5,130,5.2,"Fabaceae","Baphia","bequaertii",2017,"Baphia bequaertii","bicuar","laser"
"ABG-001","ABG-001_192",8.4,130,4.6,"Combretaceae","Terminalia","brachystemma",2017,"Terminalia brachystemma","bicuar","laser"
"ABG-002","ABG-002_192",13.3,130,7.6,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-003","ABG-003_192",9,130,6.2,"Phyllanthaceae","Pseudolachnostylis","maprouneifolia",2017,"Pseudolachnostylis maprouneifolia","bicuar","laser"
"ABG-004","ABG-004_193",6,130,1,"Fabaceae","Baphia","bequaertii",2017,"Baphia bequaertii","bicuar","laser"
"ABG-001","ABG-001_193",7.3,130,4.6,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-002","ABG-002_193",13.3,150,7.6,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-003","ABG-003_193",9.2,130,6,"Phyllanthaceae","Pseudolachnostylis","maprouneifolia",2017,"Pseudolachnostylis maprouneifolia","bicuar","stick"
"ABG-004","ABG-004_194",13.4,130,7.2,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-001","ABG-001_194",10.7,130,7.8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-002","ABG-002_194",19.8,130,6.6,"Fabaceae","Lonchocarpus","philenoptera",2017,"Lonchocarpus philenoptera","bicuar","laser"
"ABG-003","ABG-003_194",10.1,130,3.6,"Phyllanthaceae","Pseudolachnostylis","maprouneifolia",2017,"Pseudolachnostylis maprouneifolia","bicuar","laser"
"ABG-004","ABG-004_195",9,130,7.2,"Fabaceae","Brachystegia","glaucescens",2017,"Brachystegia glaucescens","bicuar","laser"
"ABG-001","ABG-001_195",7,130,6.2,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-002","ABG-002_195",5.3,130,3.6,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_195",5.5,130,2,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-004","ABG-004_196",6.8,130,6,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-001","ABG-001_196",12.3,130,10.2,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-002","ABG-002_196",5.2,130,3.4,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","stick"
